Compound #,InChI Key,label,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO
320,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,Creatine phosphate,107682404,155837774,121562339,161660385,168715637,144766651,108174378,275897907,307793077,158651714,202726948,172941291,211138744,215105627,267086611,224487051,218661045,202366662,216650435,199025523,171354191,193215442,192453957,162552687,194009408,251581840,247556459,233324632,228421378,234429117,218001076,252236879,164639573,295602469,306754242,197709526,196214448,264655653,205848741,216112074,152307822,195994910,182475238,199108535,176731763,104368316,238252596,286430301,223809381,226751033,252046406,235648445,221716307,329900725,266628002,190541784,197353853,229760237,246458471,232216900,250583648,236847241,262413544,204054699,184731433,239656041,267205576,236771041,261293601,223952099,366048048,304025184,355191561,355422018,291940346,295083880,187865502,252406921,255215381,256225424
321,XUUXCWCKKCZEAW-YFKPBYRVSA-N,Arg-Gly,105729,58794,104758,115615,143809,95954,82130,183443,142415,157124,292751,285202,200209,161732,401672,168098,584597,145918,252115,137526,95063,98664,74681,144744,145586,137846,139340,384817,145004,293844,163262,248977,1129566,546852,509246,254463,479087,157691,233403,221312,126223,123677,95457,196724,83447,81197,172963,170215,173637,122582,215750,169254,171789,211292,423388,138732,196533,202252,136083,214753,126134,121356,227789,127563,109110,107999,231857,139946,145173,78229,358590,239720,694521,171449,220346,146377,181116,289261,137397,438106
322,XKUKSGPZAADMRA-UHFFFAOYSA-N,Gly-Gly-Gly,21718,147567,61249,34607,101521,53919,25286,61796,105391,41893,47864,42589,31582,50310,88273,87029,36233,23648,19493,80198,30860,37158,93914,30961,54510,80184,90842,56383,85479,79119,87689,23148,314962,151483,73939,80913,26764,59493,69442,53358,41527,95476,75581,1000,125197,33191,118944,65866,52437,51577,47776,79551,57172,28644,43057,93931,84944,64365,1000,105571,66464,34814,1000,43508,40902,133043,80109,77019,101677,110002,1000,55215,1000,85270,200910,99749,117702,160780,210032,63357
323,UYTPUPDQBNUYGX-UHFFFAOYSA-N,Guanine,189924,664024,1229155,298083,760397,708774,194962,795400,684097,838651,862001,1511993,1260826,1425094,1012698,235275,1140237,576059,467796,452155,980293,508994,646956,3370348,196608,258092,400153,808426,456540,1924268,346864,763056,903136,1005889,1542898,277114,191329,325077,314506,233313,139706,223818,296302,95804,164621,164888,1229958,408097,144138,264882,1030339,473997,804261,7409576,402004,386666,147777,222171,1036312,198771,177227,1393378,161658,259328,146211,61831,124210,364958,207096,51953,1103200,500770,715245,838425,223213,194044,77014,62059,61042,97170
324,NYHBQMYGNKIUIF-UUOKFMHZSA-N,Guanosine,3551648,3788629,1739368,3291520,2045549,931664,887080,1726049,2110092,1861120,1815243,1339755,1154520,2127331,1177878,1451318,1420520,1456425,1240098,1213765,1961766,1543194,2287769,1538507,2426686,1935312,2095436,2434484,2120280,3309348,3268356,3088070,2511256,2059383,1416507,1766149,2832913,1400371,2223509,2139928,2584029,2193965,2461624,2987201,3467273,1648802,4263444,4641889,2259241,2447797,3367409,4179065,3097514,5462692,1465859,2088665,2202550,5163910,3434790,2172367,2722664,3639718,2858547,2141625,1822199,244531,319314,218355,382699,326734,1817159,1163680,907671,1392890,602454,304053,212572,161657,134012,241925
325,QGWNDRXFNXRZMB-UUOKFMHZSA-N ,Guanosine 5'-diphosphate,33478,127311,107852,39621,77539,62174,46322,102808,153899,64900,68089,109060,67939,76275,122113,84269,87565,70098,69847,86118,145310,86389,78789,98737,89867,67071,63608,85461,84748,178057,76000,79148,90153,84460,110008,54977,130611,95376,65959,27190,79537,100362,68313,78938,65809,48724,196097,89742,106140,65421,89236,68428,78890,100953,86795,73096,84943,69598,124389,90212,56492,186655,104358,57210,73310,90443,191664,501063,134833,41026,137298,64023,117857,90727,116692,180155,94245,105925,90078,91861
326,SQSPRWMERUQXNE-UHFFFAOYSA-N,Guanylurea,107389,243358,2746084,145471,48006,1587127,48680,33951,655852,133716,124546,30551,151048,1520407,33720,25996,33858,15414,87811,22184,34979,41675,35491,31862,32574,20166,46039,18658,149470,61872,25946,26359,42217,14717,432975,31530,24570,79485,170632,22392,16311,243122,26691,187702,34324,21363,170046,48181,189698,57498,23452,27020,46140,235170,60550,27893,21646,826538,64819,34716,25287,63685,99189,22951,11324,13159,18586,37326,41047,18144,24448,36303,371080,23338,24237,20915,14951,42016,27589,32225
327,IIRDTKBZINWQAW-UHFFFAOYSA-N,Hexaethylene glycol,1000,15016,22662,13393,15931,1000,1000,15608,13761,22008,1000,1000,1000,1000,1000,12682,25868,12812,22919,1000,1000,1000,14342,1000,68087,1000,21235,1000,19568,1000,34699,25622,1000,18071,23998,1465027,14366,1000,23615,1000,1107001,15034,21379,12901,1000,23782,1000,42951,13974,36004,1000,1000,92113,13763,25168,15921,1353849,22667,29809,33365,1000,15362,17141,21416,730988,1000,1000,1000,33968,915679,1000,1000,1000,22349,16500,1000,779890,23072,1000,46190
328,WNLRTRBMVRJNCN-UHFFFAOYSA-N,Adipic acid,2722584,4524002,556426,1783759,2069395,3430710,2741901,4022793,6516640,2012598,3388060,3457485,4211335,1243261,3457146,1324564,2708875,2501272,2264766,3489480,3073564,1542021,2022758,1541745,1847165,6233482,6280026,4796636,6397362,10626325,2668149,3809594,8098493,6216604,8478060,2826902,2772414,2060725,1731091,1804371,3053016,2735010,2070076,1327692,1294830,3445865,5103563,3378125,1652630,2186710,1893284,2772949,2089385,2108175,4189282,2263757,2218612,1885039,3518746,1798311,2493658,2643646,1434953,1263715,1339060,2739851,1940028,2622879,2250393,1922505,2919536,1450844,2182170,2380560,3106330,2526154,2655522,1415503,1225612,3083860
329,MGTZCLMLSSAXLD-UHFFFAOYSA-N,4-Acetylbutyric acid,362239,473195,2521921,311974,296077,381442,423860,506973,673241,938744,296688,307633,293427,310432,321304,603005,820845,322001,298683,327233,456190,337512,240005,511227,197824,299796,314940,311033,388628,799996,245817,249276,430169,272166,260056,179589,322910,317451,298685,345545,262618,258201,259142,309899,276025,285910,269534,421272,257205,359547,303691,329272,355307,288367,247808,368438,363333,249622,525234,167113,279866,533916,253053,260639,252715,258825,247218,272306,323359,251810,172756,808387,322654,425606,497529,364642,309839,407149,341818,317223
330,QIAFMBKCNZACKA-UHFFFAOYSA-N,Hippuric acid,15654,1000,1000,11918,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,16297,1000,1000,1000,1000,1000,1000,1000,11050,1000,9702,11157,1000,18293,1000,1000,1000,10489,43595,1000,12487,12393,1000,1000,15919,1000,1000,1000,1000,1000,12349,11495,1000,1000,1000,11625,1000,1000,14691,14362,9562,1000,13845,1000,1000,1000,1000,1000,14086,1000,12281,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,13129,1000,1000,1000,1000
331,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine,2106327,1559266,1499973,3086072,769614,7402852,4480957,6690008,7895216,3032003,501182,507197,1423686,848320,894151,2180423,4290550,30053862,11012843,5927341,2343128,2021761,3827452,5154480,1706705,1966570,4066400,2788513,8473095,38832572,895738,1011257,926140,791016,793984,2532047,1281278,3082934,3249914,594742,1171726,1526574,2079313,3217931,1584688,1987576,1357141,4443576,3311624,21106950,879018,857500,1030422,779377,773476,3999444,3628655,4529768,13517152,10719466,3261701,14864402,4799526,2542579,2794146,1108060,5226968,1902975,3299860,11891648,2556830,934397,875415,942970,855007,3268443,6631414,1705896,824261,4799905
332,HNDVDQJCIGZPNO-YFKPBYRVSA-N,Histidine,2613981,4261824,9808097,3123708,3410252,2956552,2128134,5287172,6348198,3328530,3965227,3322093,3386656,3512008,4461909,3912627,4058016,3979363,3970573,3921446,3911340,4746766,4318851,3831262,4136928,4306318,5349432,5958823,5841605,6757172,5082317,4613514,6827174,6509337,5587480,3192136,6708510,4074205,5465690,4884064,4080827,3916032,3175658,4273511,4491556,2374235,9760204,4708922,3853246,4229058,5220367,4439710,3084747,5701940,5064602,4121026,3778652,4512676,5354210,3762121,3612323,5159994,4225880,3105578,3070467,2636360,4558210,8277503,3772020,2528929,4317360,4047429,4946088,4702170,4171978,5626870,3799657,3723824,3320072,4586678
333,LNCFUHAPNTYMJB-IUCAKERBSA-N,His-Pro,475460,162882,155399,179963,183250,71405,150451,1557486,780077,588352,469806,141543,216655,127680,200769,167417,8674807,145189,260384,149286,196723,181443,116039,238102,123110,109817,122867,149883,143887,122649,183491,89846,309028,340473,158238,92261,14458190,433773,181342,148066,91347,140720,117490,416193,79870,113797,395181,303646,215974,151174,140027,137145,244378,180527,296611,463410,1037989,328851,238692,179221,142197,231547,207840,248441,205374,139748,472424,223450,148854,165189,272469,282059,170249,170861,230983,442719,122977,975691,141943,281457
334,UKAUYVFTDYCKQA-VKHMYHEASA-N,Homoserine,376356,431965,766743,399673,509587,521467,371575,700984,706616,585234,956985,1399449,1095886,933714,1420441,544711,561866,674983,631967,657449,506061,494534,498789,512867,437271,471288,538715,700230,604756,627681,789985,819319,1120528,1164919,1211706,486022,539180,534316,544462,495672,487284,460665,417683,467145,492911,342421,905149,646098,529618,564363,1061110,840669,945634,738924,1285924,474573,542502,535994,668190,546187,545639,653651,573470,460259,517674,583908,630060,729004,619535,461521,856578,850942,989367,850206,935454,787041,763450,739532,504382,826221
335,QJPWUUJVYOJNMH-GSVOUGTGSA-N,homoserine lactone,2590002,3228350,3501182,3310890,4040762,2839766,2620062,5514189,7107782,8691251,4776529,4144623,3810878,4924956,5925097,8594513,8516055,3819548,4222539,4110134,3111412,3021162,3891809,4210426,4657576,3465896,2957427,4120067,3015822,2844198,3952239,3851128,3962789,3610939,3715560,3298997,4038582,4917273,4192067,3133608,3156060,3111960,2790395,2733540,3334482,2509448,3016103,3282913,3747126,3781451,4708314,4502202,4949762,4311670,4735373,5313586,4065566,3904692,3243255,3621288,3617519,4081394,3082972,3229531,3737061,3494805,3907167,3204960,3884750,3433729,3365588,4464068,3483653,4108988,6142935,3780238,2976630,3930194,4004333,4623764
336,QRMZSPFSDQBLIX-UHFFFAOYSA-N,Homovanillic acid,93293,233741,8246,307317,205607,47748,35877,110981,100505,253788,52489,62764,117257,53480,123394,241644,183683,319994,120822,470048,221738,485542,294306,311868,266881,85719,103311,360453,67332,136643,59473,65545,80150,148961,105818,470916,1066739,241803,529100,1009320,220360,285579,683483,157424,424389,88719,160112,105273,50898,115029,69632,183150,82998,100278,85938,354967,416890,421182,479417,329856,577303,650888,477265,592331,336079,73288,217235,215616,212992,72806,61335,44998,54946,73732,88190,169091,217534,213478,131897,470307
337,HOOOPXDSCKBLFG-UHFFFAOYSA-N,4-Hydroxymandelonitrile,237014,116400,233228,263475,186371,87680,46840,106674,71047,107465,72008,85001,113830,120523,120223,196819,165539,154640,155852,138446,106563,223466,209682,106961,212761,144201,226146,239805,196963,167325,153648,91020,173769,269164,121761,219461,178697,172585,279506,180353,222754,301132,306880,276346,202453,148695,188688,73619,53546,35433,34891,164493,23369,38933,85894,133321,252035,74299,188420,184925,176455,221065,161782,215779,156333,216309,234684,195865,224432,197306,118507,84957,216387,89745,192273,272693,191014,193602,269483,255845
338,VVIUBCNYACGLLV-UHFFFAOYSA-N,Hypotaurine,1882026,1987704,3869104,2146503,1609710,3683275,3329360,6888832,7750591,1559572,682835,1025204,1003792,923841,900799,973332,1196569,1892737,1072787,2170181,2448702,3303401,2095824,2682378,2246782,4427371,5695753,1345914,8100259,9107129,1040683,1519181,1342108,964275,1656577,1433880,3721288,1462409,2470688,2370321,9232250,7349668,4927161,9852572,9073997,6959160,12793521,17935520,13250477,17733896,4658240,2668497,2520981,4219112,3239348,4386378,3495042,5260465,5893242,3690258,7468262,13478460,9767905,7483268,6229732,7866310,11725772,17989632,6861305,5775366,3982256,4434717,3539196,3856308,3738481,11605568,3977102,3617838,12390750,3818155
339,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Hypoxanthine,154331744,171198416,166013504,157968800,135190768,119604160,89440560,141866896,184891904,105367072,189510720,161330816,157610464,165198160,175864640,158827168,156541344,169609040,129801240,149556656,161578256,166341072,151720928,126977072,147510992,127205224,163870416,177294624,154043952,206937104,176268624,175045072,183850512,209602464,197376624,141681664,170896320,164762352,209008960,150965664,194636272,144735120,208453248,116041016,150672928,102833192,207830544,196938496,107099400,115704400,201120096,211286848,137161616,263956112,162159488,154135856,174299360,196261488,226180128,179370496,187167392,193574624,153824576,152092784,131644304,167886704,199273696,178136400,209037088,189626704,285355040,245603888,240037760,321268736,239035952,202287088,202491840,175435808,192326336,218165296
340,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,4-Imidazoleacetic acid,987476,2332576,2380562,2379102,1017020,2305982,1393715,1640870,2455932,1761391,2423456,1121902,1410122,2987881,4668120,2711755,2084541,3441416,1768627,2537904,2768742,3609076,2299010,927534,2971658,4130388,3528544,1052427,3073982,4859525,2745318,3757685,1430802,10861067,4739692,1931513,4334275,3342629,1043220,2828766,1740080,3703250,2403273,11244101,3617887,1852025,3548802,6055729,4538002,4095019,4629220,4742669,3218054,6929987,4702149,2050288,2391908,3955812,3273482,3642002,3453690,2468741,9777741,2477891,1846692,2491820,2705826,2786495,2819996,1945655,4898668,3734695,14441744,3517930,3103734,4208768,1371557,2431372,2240479,2477485
341,SEOVTRFCIGRIMH-UHFFFAOYSA-N,3-Indoleacetic acid,370861,418118,384638,334534,334489,263137,247507,339820,375020,321575,392104,316660,312176,284870,377854,417498,352758,254628,357775,343746,344004,297450,337718,246386,356600,388488,416356,428053,313700,368255,432291,378221,315381,613366,385520,302060,392310,337919,401634,381807,278838,373689,442605,590113,423978,347115,389842,363831,388432,444643,479705,369269,495188,407969,390797,370414,379115,439602,374270,335794,413929,374947,596673,352228,367194,263997,416558,452427,362697,427743,361014,397256,595555,424573,407945,469993,232145,387043,418281,363468
342,KMAKOBLIOCQGJP-UHFFFAOYSA-N,Indole-3-carboxylic acid,31644,53486,2675,32141,106855,27698,35107,77563,70810,37322,43413,35773,52103,52011,57956,33778,52811,63441,50901,25599,59366,122845,81312,64222,35081,89182,34340,118700,44332,51741,29230,26797,39545,137411,81058,90049,45632,36463,84579,41871,64590,37331,12481,43060,16990,17493,62558,24650,34055,29064,41168,80253,54780,56307,124984,52056,60574,44716,74210,103389,32231,36378,24266,28916,16193,17137,38438,35742,80870,43631,26581,59006,70009,125601,51709,29527,68639,22277,95662,85304
343,XGILAAMKEQUXLS-UHFFFAOYSA-N,Indolelactic acid,118418,228903,122754,195451,96524,77712,84938,111891,116621,124358,127179,62265,72123,95941,123795,112967,133705,92123,121364,117536,133266,139345,138350,42511,100584,125901,140385,103576,158675,130353,204180,65778,24913,24751,75583,94893,179502,139655,63368,100536,73337,79628,122693,34563,110432,141249,120103,138520,73709,110146,64565,88913,34439,104940,96070,281982,91333,80071,69290,80629,121008,89174,27155,66362,70696,108721,95777,142620,153041,101820,154627,122229,20523,105450,183987,150891,86824,106923,118850,126480
344,UGQMRVRMYYASKQ-KQYNXXCUSA-N,Inosine,71130016,111109128,61952416,75801456,59526076,35367768,29808662,60494032,64263692,54853964,74550944,61576100,56587928,72616496,62382080,55121640,57360920,48723972,43208408,40984736,64528480,53196220,64015200,60767588,72055976,51419524,54532128,77233576,55778980,80474408,77538280,80608768,89439704,90183024,71118560,48981624,78361704,47308580,67311824,65919084,93080712,66409400,68246488,78844920,84925448,39320176,127700384,118265576,71629488,70853736,109619288,114371224,106112496,143715264,84245664,71294768,65629228,122837272,104718960,68897288,78993328,108535912,84024584,72267104,62806140,24213800,40632236,31459190,39886136,32863458,114880496,74932368,70298352,92468344,51125172,37583988,32565128,30786070,26179078,37958852
345,CDAISMWEOUEBRE-UHFFFAOYSA-N ,myo-Inositol,6981878,13674537,19802840,11564251,12578840,8521484,5480914,9792077,11986430,18275846,18588864,17764694,17192094,15908693,21795800,14070917,13488910,14322575,16752337,15041410,14426449,14750440,10452769,13442240,10802605,14353670,12296176,23240484,10964850,17692664,19777666,21832004,23316374,28707580,26310970,14412510,12608801,16319132,18405138,10829118,10469653,12599406,11867476,10232711,10269609,11929055,38746472,13640698,12551028,10665327,25539358,25492260,21831958,25725262,24275648,19864700,19319044,12294627,29506262,13233544,11669778,17510988,10847834,10892501,10876761,12936895,23365286,36266180,13664062,11725700,33068252,24249054,30061142,26268228,23751108,18518914,21877700,18788214,11256710,26394672
346,DRAVOWXCEBXPTN-UHFFFAOYSA-N,2-Hydroxy-6-aminopurine,1000,34907,22524,1000,156572,32619,1000,113836,192716,49987,179099,388093,240962,564476,261659,1000,244649,60258,36384,75603,26444,90487,135607,191292,1000,1000,80102,150717,41621,159411,40479,189626,118645,2082820,498801,12593,1000,28146,14271,19273,1000,34312,18211,17076,1000,1000,13779,93563,1000,1000,271907,30342,73749,6120088,27992,19025,1000,22822,83110,26608,12674,26494,215702,1000,1000,1000,1000,16578,21948,1000,494433,111554,755847,177696,21734,1000,1000,1000,1000,1000
347,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Alanine,70498056,119974792,170955776,89046584,89095928,72893232,63699832,127773024,143352352,79505824,99984408,80810336,92427392,94087112,100460048,105762016,99180400,107164048,99337240,94155392,107658576,109912552,87111208,104404328,101807984,110746368,119395008,99190944,116275728,151148576,109487896,116526216,113204584,130224672,125409800,76054064,112159024,101176904,96429048,98449816,103959112,99794248,98494016,103928264,98144368,64062688,215509696,123002744,108997768,110826136,135813840,135694928,108709872,151300848,126833848,91013456,104256616,114876552,148388800,100595744,115276816,159265712,118075024,95263872,92051144,89033480,145467536,212736256,104507448,76484432,189073168,146108048,157550128,164990912,139711696,148648224,112413848,99716752,106280888,122981312
348,VQHSOMBJVWLPSR-JVCRWLNRSA-N,Lactitol,498430,102120,470656,500383,470963,561549,439462,553177,566226,150166,122584,105848,114861,552376,178233,230209,244289,554847,206032,182546,139850,547256,474850,97507,80462,578975,603986,232877,532595,546816,170188,547270,217142,321792,290144,224656,753679,199914,224127,185726,163402,657022,612008,681955,521105,648102,166111,587951,216938,669031,227357,301377,181806,291934,292624,284362,322894,231212,229464,485137,558410,666600,620859,660854,178360,636782,431524,351851,222280,527517,135460,225704,337701,596240,263924,336696,326246,277667,615783,388407
349,ODKSFYDXXFIFQN-BYPYZUCNSA-N,Arginine,68116968,74250368,19700814,12639088,79978296,14844215,62038876,83706624,103071736,16190776,159107440,127694960,112296424,116839032,198006816,86797216,101742848,18148956,15949784,81950944,11560766,15122862,17547464,17162912,18300596,66820904,20854506,157170224,98507184,96363248,96131256,22895460,282431424,298837568,25251774,21152022,21893826,86662664,23227560,118020560,19276348,18647808,69407344,21215770,20221548,58746604,19439528,27885800,22279910,25115192,29454766,131222680,133030168,31063040,184835936,21985164,91367480,33017226,19441638,23904370,86866608,21793814,159065632,95976144,17845764,83340480,21429432,20813748,21796680,17090524,28746568,22944062,264116896,84045408,19873036,25786236,99865032,22835972,23481910,22432890
